inRace,timestamp,engineMaxRPM,engineIdleRPM,engineRPM,carAccelerationX,carAccelerationY,carAccelerationZ,carVelocityX,carVelocityY,carVelocityZ,carAngularVelocityX,carAngularVelocityY,carAngularVelocityZ,carYaw,carPitch,carRoll,suspensionTravelNormalizedFL,suspensionTravelNormalizedFR,suspensionTravelNormalizedRL,suspensionTravelNormalizedRR,tireSlipRatioFL,tireSlipRatioFR,tireSlipRatioRL,tireSlipRatioRR,wheelRotationSpeedFL,wheelRotationSpeedFR,wheelRotationSpeedRL,wheelRotationSpeedRR,wheelOnRumbleFL,wheelOnRumbleFR,wheelOnRumbleRL,wheelOnRumbleRR,wheelInPuddleDepthFL,wheelInPuddleDepthFR,wheelInPuddleDepthRL,wheelInPuddleDepthRR,forceFeedbackRumbleFL,forceFeedbackRumbleFR,forceFeedbackRumbleRL,forceFeedbackRumbleRR,tireSlipAngleFL,tireSlipAngleFR,tireSlipAngleRL,tireSlipAngleRR,tireSlipCombinedFL,tireSlipCombinedFR,tireSlipCombinedRL,tireSlipCombinedRR,suspensionTravelFL,suspensionTravelFR,suspensionTravelRL,suspensionTravelRR,carID,carPerformanceClass,carPerformanceIndex,carDrivetrainType,carCylinderCount,carPositionX,carPositionY,carPositionZ,carSpeed,enginePower,engineTorque,tireTemperatureFL,tireTemperatureFR,tireTemperatureRL,tireTemperatureRR,engineBoost,engineFuel,distanceTravelled,raceBestLap,raceLastLap,raceCurrentLap,raceTime,raceLap,racePosition,inputThrottle,inputBrake,inputClutch,inputHandbrake,inputGear,inputSteering,normalizedDrivingLine,normalizedAIBrakeDifference
1,137273359,8999.9951171875,799.99951171875,4250.248046875,0.5118023157119751,0.4418640732765198,-6.072294235229492,-0.0024767518043518066,0.07917320728302002,14.182024002075195,-0.03530406579375267,0.0002990017819683999,0.006809242069721222,-5.056240238916005e-19,-0.013399338349699974,0.0013537604827433825,0.43616169691085815,0.44428691267967224,0.3932447135448456,0.3994898796081543,0.024958116933703423,0.025111624971032143,-0.08588135987520218,-0.05921587347984314,44.513572692871094,44.513572692871094,40.221282958984375,40.221282958984375,0,0,0,0,0,0,0,0,0,0,0,0,0.001395939034409821,-0.001891045132651925,0.0014962989371269941,0.0005050047184340656,0.024997124448418617,0.025182727724313736,0.0858943983912468,0.05921802669763565,0.0020188167691230774,0.002566147595643997,0.0012564212083816528,0.0016551986336708069,1007,5,998,2,8,-2957.979736328125,343.9128723144531,-4312.7900390625,14,-84.00587508378015,-140.6726531982422,95.64144558376736,98.40671963161893,89.02555677625868,89.02555677625868,-11.012415885925293,1,0,0,0,0,317.4151611328125,0,0,0,0,0,0,1,0,0,0
1,137273390,8999.9951171875,799.99951171875,4223.78271484375,0.34641021490097046,0.5233694911003113,-5.128540515899658,-0.0024043917655944824,0.0850755050778389,14.089698791503906,-0.02401740662753582,0.0003160205960739404,0.0065591903403401375,-3.6800826012783782e-19,-0.01420748420059681,0.001541394041851163,0.4408492147922516,0.4387056231498718,0.39743393659591675,0.40887928009033203,-0.10092972218990326,-0.08823049813508987,-0.014120979234576225,-0.010004532523453236,44.3442497253418,44.36494445800781,39.597816467285156,39.56830596923828,0,0,0,0,0,0,0,0,0,0,0,0,0.001527758315205574,-0.0017585941823199391,0.001365927280858159,0.00035389349795877934,0.10094128549098969,0.08824802190065384,0.014186888933181763,0.010010790079832077,0.0023345761001110077,0.0021901801228523254,0.001523919403553009,0.0022547468543052673,1007,5,998,2,8,-2958.371337890625,343.92059326171875,-4312.81640625,14,-82.82404595341823,-139.57659912109375,95.40206909179688,98.16814846462674,88.82581922743056,88.82581922743056,-11.016776084899902,1,0,0,0,0,317.44293212890625,0,0,0,0,0,0,1,0,0,0
1,137273437,8999.9951171875,799.99951171875,4186.65234375,-0.5075456500053406,0.4960384666919708,-4.786036491394043,-0.0020189881324768066,0.09093651920557022,13.970314979553223,-0.01939157396554947,-0.00014633215323556215,0.0038538991939276457,-3.290424181086672e-19,-0.014791112393140793,0.0016757255652919412,0.45335376262664795,0.4474620819091797,0.39457663893699646,0.4018314480781555,-0.1179235428571701,-0.11758101731538773,-0.016960330307483673,0.003698193235322833,44.01019287109375,44.01835632324219,39.264984130859375,39.146114349365234,0,0,0,0,0,0,0,0,0,0,0,0,0.0022921720519661903,-0.0010283996816724539,0.001278077019378543,0.00022250103938858956,0.11794581264257431,0.11758551746606827,0.01700841821730137,0.0037048805970698595,0.0031769052147865295,0.0027800314128398895,0.0013414695858955383,0.0018047168850898743,1007,5,998,2,8,-2958.760009765625,343.9287109375,-4312.8427734375,14,-81.17901725871313,-138.0380096435547,95.16750759548611,97.93414645724826,88.62902323404948,88.62902323404948,-11.01962661743164,1,0,0,0,0,317.470703125,0,0,0,0,0,0,1,0,0,0
1,137273453,8999.9951171875,799.99951171875,4150.232421875,0.1466759443283081,0.4844384789466858,-4.708186149597168,-0.0015582442283630371,0.0947522297501564,13.848457336425781,-0.020733542740345,-0.00029893466853536665,0.0026108883321285248,-3.764741693539825e-19,-0.015350078232586384,0.0017629731446504593,0.463493674993515,0.4568175673484802,0.38747188448905945,0.39241406321525574,-0.12029041349887848,-0.12017520517110825,-0.016608593985438347,0.003548645880073309,43.634281158447266,43.644325256347656,38.91437530517578,38.80518341064453,0,0,0,0,0,0,0,0,0,0,0,0,0.0023969621397554874,-0.0010655379155650735,0.0010388004593551159,-0.000030461558708338998,0.12031429260969162,0.1201799288392067,0.016641048714518547,0.0035487764980643988,0.003859948366880417,0.003410235047340393,0.0008878037333488464,0.001203380525112152,1007,5,998,2,8,-2959.14501953125,343.9371337890625,-4312.86865234375,14,-79.59647809148794,-136.54327392578125,94.93823581271701,97.70531548394098,88.43556722005208,88.43556722005208,-11.021488189697266,1,0,0,0,0,317.49847412109375,0,0,0,0,0,0,1,0,0,0
1,137273484,8999.9951171875,799.99951171875,4114.1064453125,-0.07080522179603577,0.44240373373031616,-4.864782810211182,-0.0012307167053222656,0.09490790218114853,13.72690486907959,-0.024281902238726616,-0.00039697863394394517,0.00210080505348742,-5.056129603509076e-19,-0.01598680578172207,0.0018290042644366622,0.4692801237106323,0.46220290660858154,0.37727293372154236,0.3809507489204407,-0.12047084420919418,-0.12028122693300247,-0.01736295036971569,0.0034905551001429558,43.2550163269043,43.2645263671875,38.57699966430664,38.46565246582031,0,0,0,0,0,0,0,0,0,0,0,0,0.0024126896169036627,-0.001117434585466981,0.0008298182510770857,-0.0002162287855753675,0.12049499899148941,0.12028641998767853,0.017382768914103508,0.0034972461871802807,0.004249732941389084,0.003773000091314316,0.00023656338453292847,0.00047140568494796753,1007,5,998,2,8,-2959.52685546875,343.94580078125,-4312.89404296875,14,-78.0471787030831,-135.06561279296875,94.71321953667535,97.4806637234158,88.24537489149306,88.24537489149306,-11.022705078125,1,0,0,0,0,317.5262451171875,0,0,0,0,0,0,1,0,0,0
1,137273500,8999.9951171875,799.99951171875,4078.406005859375,0.5437828302383423,0.3826783299446106,-4.703036308288574,-0.001019120216369629,0.09108516573905945,13.606511116027832,-0.02757704071700573,-0.00043750376789830625,0.0015456014079973102,-7.563314557145186e-19,-0.0167209692299366,0.0018818691605702043,0.47106894850730896,0.46335121989250183,0.36524873971939087,0.36851876974105835,-0.12005848437547684,-0.11981812119483948,-0.017254605889320374,0.0035150807816535234,42.87961196899414,42.88612747192383,38.24384689331055,38.13206100463867,0,0,0,0,0,0,0,0,0,0,0,0,0.0024058029521256685,-0.001087264041416347,0.0007356833666563034,-0.00028134012245573103,0.12008258700370789,0.11982305347919464,0.0172702819108963,0.0035263218451291323,0.004370234906673431,0.003850352019071579,-0.0005312263965606689,-0.00032242387533187866,1007,5,998,2,8,-2959.905517578125,343.95458984375,-4312.91943359375,14,-76.53690516085791,-133.6111602783203,94.4921366373698,97.25994533962674,88.05843777126736,88.05843777126736,-11.023500442504883,1,0,0,0,0,317.55401611328125,0,0,0,0,0,0,1,0,0,0
1,137273531,8999.9951171875,799.99951171875,4043.05615234375,-0.3480091989040375,0.26533085107803345,-4.319271087646484,-0.0008220076560974121,0.08332929760217667,13.487395286560059,-0.031304776668548584,-0.000468111305963248,0.0009777762461453676,-1.2280521897309262e-18,-0.017548345029354095,0.0019139202777296305,0.46962055563926697,0.4618096351623535,0.35250332951545715,0.35582235455513,-0.12034574151039124,-0.11955372989177704,-0.017346110194921494,0.003442774759605527,42.50825500488281,42.51698303222656,37.909828186035156,37.80237579345703,0,0,0,0,0,0,0,0,0,0,0,0,0.002407328225672245,-0.001046487013809383,0.0006084174383431673,-0.0002683724742382765,0.1203698217868805,0.11955831199884415,0.01735677756369114,0.003453219076618552,0.004272669553756714,0.003746509552001953,-0.0013450682163238525,-0.0011331364512443542,1007,5,998,2,8,-2960.28076171875,343.9634704589844,-4312.94482421875,13,-75.05364024798928,-132.16885375976562,94.27491929796007,97.04316880967882,87.8748067220052,87.8748067220052,-11.024020195007324,1,0,0,0,0,317.581787109375,0,0,0,0,0,0,1,0,0,0
1,137273562,8999.9951171875,799.99951171875,4008.060302734375,0.30473506450653076,0.1906219869852066,-4.283008098602295,-0.0006882548332214355,0.07191406935453415,13.369234085083008,-0.03527418524026871,-0.00045889048487879336,0.00016320310533046722,-1.9274853032279488e-18,-0.018486494198441505,0.0019336872501298785,0.4659910500049591,0.45802125334739685,0.344966858625412,0.34369993209838867,-0.12042617797851562,-0.11992732435464859,-0.01644766889512539,0.0034928510431200266,42.13988494873047,42.147335052490234,37.5814208984375,37.47666549682617,0,0,0,0,0,0,0,0,0,0,0,0,0.0023414213210344315,-0.0009080687304958701,0.0006112080882303417,-0.00017905062122736126,0.12044893950223923,0.11993075907230377,0.016459021717309952,0.003497437108308077,0.0040281787514686584,0.0034913159906864166,-0.0018263012170791626,-0.0019071996212005615,1007,5,998,2,8,-2960.652587890625,343.97235107421875,-4312.9697265625,13,-73.60308101541555,-130.74465942382812,94.06156751844618,96.83017306857639,87.69425286187067,87.69425286187067,-11.024359703063965,1,0,0,0,0,317.60955810546875,0,0,0,0,0,0,1,0,0,0
1,137273593,8999.9951171875,799.99951171875,3972.71044921875,-0.5897178649902344,0.19902808964252472,-4.533371448516846,-0.0003841519355773926,0.06197656691074371,13.251134872436523,-0.03722027689218521,-0.00033507219632156193,-0.0018815211951732635,-3.099873821203191e-18,-0.01951254904270172,0.0019067473476752639,0.4600291848182678,0.45526981353759766,0.35715240240097046,0.34683936834335327,-0.1261524111032486,-0.12589001655578613,-0.005983622744679451,0.0035881970543414354,41.77567672729492,41.78036117553711,37.21766662597656,37.17115783691406,0,0,0,0,0,0,0,0,0,0,0,0,0.0024433399084955454,-0.0005774257588200271,0.0006817143876105547,0.000015840711057535373,0.12617607414722443,0.12589134275913239,0.006022331304848194,0.0035882319789379835,0.003626573830842972,0.0033059753477573395,-0.0010482072830200195,-0.001706734299659729,1007,5,998,2,8,-2961.021240234375,343.9812316894531,-4312.99462890625,13,-72.18718058813673,-129.341064453125,93.85197109646268,96.62090725368924,87.51690334743924,87.51690334743924,-11.024581909179688,1,0,0,0,0,317.6373291015625,0,0,0,0,0,0,1,0,0,0
1,137273625,8999.9951171875,799.99951171875,3936.826171875,0.07676011323928833,0.2390265315771103,-4.342815399169922,-0.0003490447998046875,0.05862155929207802,13.131763458251953,-0.03518413379788399,0.00009988262172555551,0.0007662946591153741,-3.855088479693186e-18,-0.02052667737007141,0.0018828918691724539,0.4523014426231384,0.4626673758029938,0.37479275465011597,0.3642435371875763,-0.1313648819923401,-0.13288262486457825,0.003775875549763441,0.0038223920855671167,41.42133712768555,41.4018440246582,36.85164260864258,36.85220718383789,0,0,0,0,0,0,0,0,0,0,0,0,0.0016500424826517701,-0.0013138733338564634,0.00040767487371340394,-0.00019791249360423535,0.131375253200531,0.13288912177085876,0.0037978198379278183,0.003827512264251709,0.0031060203909873962,0.0038042888045310974,0.00007819384336471558,-0.0005954131484031677,1007,5,998,2,8,-2961.38671875,343.990234375,-4313.01904296875,13,-70.75431991454424,-127.90675354003906,93.64614698621962,96.41570197211371,87.34285142686632,87.34285142686632,-11.024726867675781,1,0,0,0,0,317.66510009765625,0,0,0,0,0,0,1,0,0,0
